Subdivision,Total Living Area SqFt,Year Built,Bedrooms,Full Baths,Half Baths,Property Type,List Price,Sold Price,Acres,Approx Lot SqFt,Approximate Acres,Basement,Construction Type,Days On Market,Closing Date,Fireplace,Garage,HOA 1 Fees Required,Internet Listing,List Date,Master Bedroom 1st Floor,New Construction,Total Baths,Zip,Inside City,HOA Y/N,Elementary School 1,High School 1,Middle School 1,City,Restrictive Covenants
Not in a Subdivision,"1,116",1958,3,1,0,Detached,"$195,000","$178,500",.26-.5 Acres,"12,632.40",0.29,No,Site Built,18,3/5/2021,1,0,,Yes,12/3/2020,Yes,No,1,27705,Yes,No,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,No
Davis Park,"1,067",2008,1,1,1,Condo,"$187,500","$184,000",0-.25 Acres,0.00,0.0,No,Site Built,44,3/5/2021,0,0,Yes,Yes,12/9/2020,Yes,No,2,27703,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Bonnie Hills,"1,493",1965,4,1,1,Detached,"$175,000","$177,600",.26-.5 Acres,"19,994.04",0.459,No,Site Built,3,3/5/2021,0,0,,Yes,2/3/2021,Yes,No,2,27704,No,,Durham - Glenn,Durham - Northern,Durham - Lucas,Durham,No
Copley Farm,"1,729",2020,3,2,1,Attached,"$249,990","$250,485",0-.25 Acres,"2,439.36",0.056,No,Site Built,0,3/5/2021,0,1,Yes,Yes,8/11/2020,Yes,Yes,3,27703,Yes,Yes,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
Not in a Subdivision,950,1950,2,1,0,Detached,"$214,900","$271,000",0-.25 Acres,"8,276.40",0.19,No,Site Built,2,3/5/2021,1,0,,Yes,2/8/2021,Yes,No,1,27707-1505,Yes,,Durham - Lakewood,Durham - Jordan,Durham - Githens,Durham,No
Carolina Arbors,"1,781",2016,3,3,0,Detached,"$389,000","$389,000",0-.25 Acres,"4,791.60",0.11,No,Site Built,88,3/5/2021,0,2,Yes,Yes,11/4/2020,Yes,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Brightleaf,"3,687",2009,5,3,0,Detached,"$479,000","$485,000",.26-.5 Acres,"21,344.40",0.49,No,Site Built,7,3/5/2021,1,4,Yes,Yes,1/22/2021,No,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Royal Oaks,"1,397",2020,3,2,1,Detached,"$299,967","$300,000",0-.25 Acres,"9,016.92",0.207,No,Site Built,0,3/5/2021,0,0,,Yes,8/20/2020,Yes,Yes,3,27707-4275,Yes,,Durham - Fayetteville,Durham - Hillside,Durham - Githens,Durham,No
Copley Farm,"2,104",2021,3,2,1,Attached,"$275,600","$275,600",0-.25 Acres,"3,528.36",0.081,No,Site Built,0,3/5/2021,0,1,Yes,Yes,10/2/2020,Yes,Yes,3,27703,Yes,Yes,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
Grove Park,"2,268",2000,4,2,1,Detached,"$339,500","$350,000",0-.25 Acres,"7,448.76",0.171,No,Site Built,1,3/8/2021,1,2,Yes,Yes,2/3/2021,No,No,3,27703,Yes,Yes,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
Hickory Ridge,"2,114",2021,3,2,1,Detached,"$385,000","$406,000",.26-.5 Acres,"19,994.04",0.459,No,Site Built,0,3/8/2021,1,2,,Yes,1/18/2021,Yes,Yes,3,27712,Yes,No,Durham - Eno Valley,Durham - Northern,Durham - Carrington,Durham,Yes
Winsford at the Park,"1,691",2017,3,2,1,Attached,"$265,000","$280,000",0-.25 Acres,"2,831.40",0.065,No,Site Built,3,3/8/2021,1,1,Yes,Yes,2/1/2021,Yes,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Belgreen,"1,867",2021,3,2,1,Detached,"$305,160","$305,160",0-.25 Acres,"4,530.24",0.104,No,Site Built,0,3/8/2021,0,2,Yes,Yes,7/25/2020,No,Yes,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Settlers Point,"1,855",1999,4,2,1,Detached,"$345,000","$350,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,2,3/8/2021,0,1,,Yes,2/10/2021,No,No,3,27713-8863,Yes,No,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,No
Lebanon Acres,933,1980,3,1,0,Detached,"$170,000","$168,300",.51-.75 Acres,"25,264.80",0.58,No,Site Built,36,3/8/2021,0,0,,Yes,10/8/2020,Yes,No,1,27712-9239,Yes,No,Durham - Eno Valley,Durham - Riverside,Durham - Carrington,Durham,No
Nottingham Forest,"1,568",1989,3,2,1,Detached,"$307,000","$318,500",.26-.5 Acres,"14,810.40",0.34,No,Site Built,5,3/8/2021,1,0,,Yes,1/4/2021,No,No,3,27713-1958,Yes,No,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,No
Creekside at Bethpage,"1,496",2020,2,2,0,Attached,"$328,340","$326,340",0-.25 Acres,"3,484.80",0.08,No,Site Built,0,3/8/2021,0,2,Yes,Yes,5/1/2020,Yes,Yes,2,27703,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Davis Park Townes,"1,735",2021,3,2,1,Attached,"$296,510","$295,030",0-.25 Acres,"2,047.32",0.047,No,Site Built,0,3/8/2021,0,2,Yes,Yes,8/11/2020,No,Yes,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Hope Valley Farms,"1,855",2006,3,3,1,Attached,"$245,000","$263,000",0-.25 Acres,"2,178.00",0.05,Yes,Site Built,3,3/8/2021,2,0,Yes,Yes,2/4/2021,No,No,4,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,080",1959,2,1,0,Detached,"$252,000","$246,000",.26-.5 Acres,"11,107.80",0.255,No,Site Built,57,3/8/2021,0,0,,Yes,12/12/2020,Yes,No,1,27703,Yes,,Durham - Y E Smith,Durham - Southern,Durham - Neal,Durham,No
Cresset Overlook,"2,638",2020,4,3,1,Detached,"$552,750","$552,750",.26-.5 Acres,"11,325.60",0.26,No,Site Built,0,3/8/2021,1,2,Yes,Yes,9/5/2020,No,Yes,4,27707,Yes,Yes,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,159",2020,2,2,1,Detached,"$272,900","$272,900",0-.25 Acres,"2,613.60",0.06,No,Site Built,0,3/8/2021,1,0,,Yes,12/11/2020,No,Yes,3,27703,Yes,No,Durham - Y E Smith,Durham - Southern,Durham - Neal,Durham,No
Ivanhoe,"1,895",1985,3,2,0,Detached,"$249,900","$265,100",.26-.5 Acres,"18,295.20",0.42,No,Site Built,2,3/8/2021,1,0,,Yes,1/11/2021,Yes,No,2,27703,Yes,,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
Meadows at Southpoint,"1,815",2018,3,2,1,Attached,"$339,000","$333,800",0-.25 Acres,"2,526.48",0.058,No,Site Built,4,3/8/2021,0,2,Yes,Yes,2/4/2021,No,No,3,27713-2557,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Carolina Arbors,"1,364",2014,2,2,0,Detached,"$309,900","$305,900",0-.25 Acres,"5,140.08",0.118,No,Site Built,1,3/8/2021,0,2,Yes,Yes,1/31/2021,Yes,No,2,27703,Yes,,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Woodlake,"1,627",1997,3,2,1,Detached,"$289,000","$320,000",0-.25 Acres,"8,668.44",0.199,No,Site Built,3,3/8/2021,1,0,Yes,Yes,2/5/2021,No,No,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,837",1933,3,1,1,Detached,"$445,000","$440,000",0-.25 Acres,"9,888.12",0.227,Yes,Site Built,5,3/8/2021,1,0,,Yes,1/28/2021,Yes,No,2,27701,Yes,,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,No
Stone Hill Estates,"1,550",2000,3,2,1,Detached,"$175,000","$183,000",0-.25 Acres,"10,890.00",0.25,No,Site Built,0,3/8/2021,0,1,Yes,Yes,2/22/2021,No,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Southern,Durham - Neal,Durham,Yes
Sagewood,"2,529",2021,3,3,0,Detached,"$394,400","$394,400",0-.25 Acres,"8,276.40",0.19,No,Site Built,0,3/9/2021,1,2,Yes,Yes,2/15/2021,Yes,Yes,3,27703,Yes,Yes,Durham - Holt,Durham - Southern,Durham - School for Creative Studies,Durham,Yes
West Brier Townes at Alexander Park,"1,961",2020,3,2,1,Attached,"$316,375","$316,375",0-.25 Acres,"1,829.52",0.042,No,Site Built,0,3/9/2021,0,2,Yes,No,7/2/2020,No,Yes,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,350",1900,3,2,0,Detached,"$400,000","$400,000",0-.25 Acres,"4,094.64",0.094,No,Site Built,0,3/9/2021,0,0,,Yes,3/9/2021,Yes,No,2,27701,Yes,,Durham - Eastway,Durham - Northern,Durham - Lucas,Durham,No
Not in a Subdivision,"1,644",1926,3,2,0,Detached,"$575,000","$608,000",0-.25 Acres,"9,060.48",0.208,No,Site Built,2,3/9/2021,1,1,,Yes,2/4/2021,Yes,No,2,27705,Yes,No,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,Yes
Not in a Subdivision,"2,402",1981,4,3,0,Detached,"$379,900","$400,000",.51-.75 Acres,"30,056.40",0.69,No,Site Built,0,3/9/2021,1,0,,No,2/3/2021,Yes,No,3,27705,Yes,No,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,No
Brightleaf,"2,954",2016,4,2,1,Detached,"$440,000","$460,500",0-.25 Acres,"8,537.76",0.196,No,Site Built,1,3/9/2021,1,2,Yes,Yes,1/29/2021,No,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Jordan at Southpoint,"2,427",2016,3,2,1,Detached,"$459,900","$479,900",0-.25 Acres,"8,624.88",0.198,No,Site Built,3,3/9/2021,1,2,Yes,Yes,1/26/2021,Yes,No,3,27713,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Oakland Heights,785,1935,2,1,0,Detached,"$250,000","$331,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,4,3/9/2021,0,0,,Yes,2/4/2021,Yes,No,1,27705,Yes,No,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
Not in a Subdivision,"1,748",1974,3,2,0,Detached,"$295,000","$320,000",.51-.75 Acres,"26,136.00",0.6,No,Site Built,0,3/10/2021,1,0,,Yes,3/10/2021,No,No,2,27707,Yes,No,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,No
751 South,"2,336",2021,4,3,0,Detached,"$460,000","$504,574",0-.25 Acres,"3,179.88",0.073,No,Site Built,0,3/10/2021,1,2,Yes,Yes,8/18/2020,No,Yes,3,27713,No,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Eastern Heights,"1,435",1927,3,2,1,Detached,"$319,900","$305,000",.26-.5 Acres,"11,543.40",0.265,No,Site Built,59,3/10/2021,0,0,,Yes,12/1/2020,Yes,No,3,27703,Yes,No,Durham - Eastway,Durham - Northern,Durham - Neal,Durham,No
Andrews Chapel,"2,000",2018,3,2,1,Attached,"$360,000","$360,000",0-.25 Acres,"2,613.60",0.06,No,Site Built,1,3/10/2021,1,2,Yes,No,2/8/2021,No,No,3,27703,Yes,,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Sagewood,"2,388",2021,3,3,0,Detached,"$378,140","$378,140",0-.25 Acres,"6,534.00",0.15,No,Site Built,0,3/10/2021,1,2,Yes,Yes,1/26/2021,Yes,Yes,3,27703,Yes,Yes,Durham - Holt,Durham - Southern,Durham - School for Creative Studies,Durham,Yes
Croasdaile Farm,"2,479",2021,4,2,1,Detached,"$604,397","$613,785",.26-.5 Acres,"12,196.80",0.28,No,Site Built,0,3/10/2021,1,2,Yes,Yes,4/30/2020,Yes,Yes,3,27705,Yes,Yes,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
Valley Springs,"3,093",2018,3,3,0,Detached,"$575,000","$575,000",.26-.5 Acres,"17,946.72",0.412,No,Site Built,3,3/10/2021,0,2,Yes,Yes,1/21/2021,Yes,No,3,27705,Yes,Yes,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
West Brier Townes at Alexander Park,"2,339",2021,3,2,1,Attached,"$325,520","$325,520",0-.25 Acres,"2,744.28",0.063,No,Site Built,0,3/10/2021,0,2,Yes,No,11/20/2020,No,Yes,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Mossdale,"1,335",1932,3,1,0,Detached,"$265,000","$325,000",0-.25 Acres,"10,933.56",0.251,No,Site Built,3,3/10/2021,2,0,,Yes,2/1/2021,Yes,No,1,27707,Yes,No,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,No
Old Farm,"2,392",1968,3,2,1,Detached,"$309,900","$297,900",.26-.5 Acres,"16,378.56",0.376,No,Site Built,42,3/10/2021,1,2,,Yes,12/3/2020,No,No,3,27704,Yes,No,Durham - Easley,Durham - Northern,Durham - Carrington,Durham,Yes
Not in a Subdivision,"2,790",1925,3,2,0,Detached,"$1,100,000","$1,100,000",0-.25 Acres,"9,670.32",0.222,Yes,Site Built,0,3/10/2021,1,0,,Yes,3/10/2021,Yes,No,2,27705,Yes,,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
Not in a Subdivision,"1,514",1985,3,2,1,Detached,"$285,500","$272,500",0-.25 Acres,"7,448.76",0.171,No,Site Built,89,3/10/2021,1,0,,Yes,10/23/2020,No,No,3,27707,Yes,No,Durham - Lakewood,Durham - Jordan,Durham - Githens,Durham,No
Lochside,"2,302",2004,3,2,1,Detached,"$340,000","$339,000",.26-.5 Acres,"12,196.80",0.28,No,Site Built,0,3/10/2021,0,2,Yes,Yes,1/12/2021,No,No,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Blackwell Heights,"1,288",1977,3,1,1,Detached,"$225,000","$245,500",0-.25 Acres,"9,365.40",0.215,No,Site Built,3,3/10/2021,0,0,,Yes,2/12/2021,Yes,No,2,27707-4316,Yes,,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Fairfield,"2,828",1989,4,2,1,Detached,"$450,000","$475,000",.51-.75 Acres,"22,215.60",0.51,No,Site Built,2,3/10/2021,1,2,Yes,Yes,1/29/2021,No,No,3,27713,No,Yes,Durham - Parkwood,Durham - Jordan,Durham - Lowes Grove,Durham,Yes
Country Club Heights,"1,597",2003,2,2,0,Attached,"$255,000","$235,000",0-.25 Acres,"4,094.64",0.094,No,Site Built,14,3/10/2021,1,0,Yes,Yes,1/12/2021,Yes,No,2,27712,Yes,Yes,Durham - Easley,Durham - Riverside,Durham - Carrington,Durham,Yes
Mill Grove Park,"1,148",1999,3,2,0,Detached,"$185,000","$191,000",.26-.5 Acres,"17,424.00",0.4,No,Site Built,4,3/10/2021,0,0,,Yes,2/9/2021,Yes,No,2,27704,Yes,,Durham - Holt,Durham - Riverside,Durham - Carrington,Durham,No
Not in a Subdivision,"1,772",2021,4,3,0,Detached,"$300,000","$300,000",.26-.5 Acres,"17,859.60",0.41,No,Site Built,0,3/10/2021,1,0,No,Yes,1/18/2021,No,Yes,3,27707,Yes,No,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,No
Dogwood Acres,"1,555",1957,3,1,1,Detached,"$284,800","$278,000",.26-.5 Acres,"22,694.76",0.521,No,Site Built,2,3/10/2021,1,0,,Yes,1/21/2021,Yes,No,2,27705,Yes,No,Durham - Holt,Durham - Riverside,Durham - Carrington,Durham,No
Not in a Subdivision,654,2009,1,1,0,Condo,"$285,000","$300,000",0-.25 Acres,0.00,0.0,No,Site Built,1,3/11/2021,0,1,Yes,Yes,2/12/2021,No,No,1,27701,Yes,,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,Yes
Duke University Homesites,"5,494",1981,5,3,0,Detached,"$769,000","$750,000",.51-.75 Acres,"23,958.00",0.55,Yes,Site Built,46,3/11/2021,1,0,,Yes,12/21/2020,Yes,No,3,27705,Yes,,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,No
West Brier Townes at Alexander Park,"1,978",2020,3,2,1,Attached,"$297,850","$297,850",0-.25 Acres,"1,829.52",0.042,No,Site Built,0,3/11/2021,0,2,Yes,No,7/2/2020,No,Yes,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"2,656",1930,3,3,1,Condo,"$1,275,000","$1,225,000",0-.25 Acres,0.00,0.0,No,Site Built,13,3/11/2021,0,0,Yes,Yes,2/5/2021,Yes,No,4,27701,Yes,Yes,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,Yes
Wynterfield,"1,967",2012,3,2,2,Attached,"$249,900","$259,000",0-.25 Acres,"1,437.48",0.033,No,Site Built,4,3/11/2021,1,1,Yes,Yes,1/21/2021,No,No,4,27713,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Belgreen,"1,924",2021,3,2,1,Detached,"$332,590","$332,590",0-.25 Acres,"6,141.96",0.141,No,Site Built,0,3/11/2021,1,2,Yes,Yes,7/23/2020,No,Yes,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Croasdaile Farm,"2,917",2021,3,2,1,Detached,"$600,000","$601,616",0-.25 Acres,"10,933.56",0.251,No,Site Built,0,3/11/2021,1,2,Yes,Yes,9/4/2020,Yes,Yes,3,27705,Yes,Yes,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
The Hills of Rosemont,"7,783",2009,5,5,3,Detached,"$2,500,000","$2,306,230",6-10.9 Acres,"268,024.68",6.153,No,Site Built,64,3/11/2021,1,4,Yes,Yes,11/12/2020,No,No,8,27713,No,Yes,Chatham - N Chatham,Chatham - Northwood,Chatham - Margaret B Pollard,Durham,Yes
Copley Farm,"1,729",2020,3,2,1,Attached,"$263,050","$263,050",0-.25 Acres,"2,570.04",0.059,No,Site Built,0,3/11/2021,0,1,Yes,Yes,10/19/2020,No,Yes,3,27703,Yes,Yes,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
Woodcroft,"2,005",1986,3,2,1,Detached,"$360,000","$360,000",.26-.5 Acres,"11,543.40",0.265,No,Site Built,0,3/11/2021,1,0,Yes,Yes,2/5/2021,No,No,3,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
751 South,"2,437",2020,4,3,0,Detached,"$495,000","$495,000",0-.25 Acres,"3,702.60",0.085,No,Site Built,0,3/11/2021,1,2,Yes,Yes,6/30/2020,Yes,Yes,3,27713,No,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Brightleaf,"2,349",2018,3,2,1,Detached,"$354,900","$365,500",0-.25 Acres,"9,583.20",0.22,No,Site Built,0,3/11/2021,1,2,Yes,Yes,1/22/2021,No,No,3,27703,Yes,Yes,Durham - Spring Valley,Alamance - Southern High,Durham - Neal,Durham,Yes
Settlers Point,"1,667",1998,3,2,1,Detached,"$285,000","$300,000",0-.25 Acres,"9,583.20",0.22,No,Site Built,4,3/11/2021,1,0,,Yes,1/21/2021,No,No,3,27713,Yes,No,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,No
Not in a Subdivision,"3,526",1962,4,2,1,Detached,"$650,000","$710,000",.26-.5 Acres,"17,859.60",0.41,Yes,Site Built,3,3/11/2021,0,1,Yes,Yes,2/11/2021,No,No,3,27707,Yes,,Durham - Lakewood,Durham - Jordan,Durham - Brogden,Durham,Yes
Not in a Subdivision,"2,206",1961,3,2,1,Detached,"$519,000","$482,500",0-.25 Acres,"9,583.20",0.22,Yes,Site Built,67,3/11/2021,1,0,,Yes,12/18/2020,Yes,No,3,27701,Yes,,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,No
Cresset Overlook,"3,619",2020,4,4,0,Detached,"$665,537","$665,537",0-.25 Acres,"10,454.40",0.24,No,Site Built,0,3/11/2021,1,2,Yes,Yes,7/15/2020,No,Yes,4,27707,Yes,Yes,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,Yes
Croasdaile Farm,"2,883",2021,4,3,0,Detached,"$594,557","$637,211",.26-.5 Acres,"12,196.80",0.28,No,Site Built,0,3/11/2021,2,2,Yes,Yes,8/18/2020,Yes,Yes,3,27705,Yes,Yes,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
Hickory Glen,"1,127",2000,3,2,0,Detached,"$200,000","$187,990",0-.25 Acres,"8,842.68",0.203,No,Site Built,6,3/11/2021,0,1,,Yes,1/25/2021,Yes,No,2,27703,Yes,No,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,No
Brogden Heights,"1,815",1965,3,2,1,Detached,"$225,000","$265,000",.26-.5 Acres,"20,037.60",0.46,No,Site Built,4,3/11/2021,1,0,,Yes,2/15/2021,No,No,3,27712,Yes,No,Durham - Eno Valley,Durham - Northern,Durham - Carrington,Durham,No
Trinity Lofts,"1,287",2007,2,2,0,Attached,"$449,900","$465,000",0-.25 Acres,0.00,0.0,No,Site Built,0,3/11/2021,0,0,Yes,Yes,2/2/2021,No,No,2,27701,Yes,Yes,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,Yes
Bradbury,"2,228",2005,3,2,1,Detached,"$284,900","$300,000",0-.25 Acres,"5,662.80",0.13,No,Site Built,3,3/11/2021,0,2,Yes,Yes,1/26/2021,Yes,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,284",2001,3,2,0,Detached,"$210,000","$230,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,2,3/12/2021,0,0,,Yes,2/5/2021,Yes,No,2,27707,Yes,,Durham - Fayetteville,Durham - Hillside,Durham - Githens,Durham,No
Enclave,"2,025",2021,2,2,1,Detached,"$428,077","$428,077",0-.25 Acres,"7,405.20",0.17,No,Site Built,0,3/12/2021,0,2,Yes,Yes,12/4/2020,Yes,Yes,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Not in a Subdivision,988,2003,3,1,0,Detached,"$199,999","$199,900",0-.25 Acres,"4,922.28",0.113,No,Site Built,6,3/12/2021,0,0,,Yes,2/10/2021,Yes,No,1,27707-1221,Yes,,Durham - Spaulding,Durham - Jordan,Durham - Githens,Durham,No
Crystal Pines,"1,102",1984,2,1,1,Attached,"$163,000","$168,000",0-.25 Acres,"1,219.68",0.028,No,Site Built,4,3/12/2021,0,0,Yes,Yes,2/1/2021,No,No,2,27705,Yes,,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
